GTNum,GTStn,CastType,Pump,StationType,CastNumber,Eventnumber,Latitudedegrees_north,Longitudedegrees_east,Bottomdepthm,DateatMidcastGMTyyyymmdd,TimeGMTatmidcasthhmm,TargetGTDepthm,CorrectedMeanDepthm,stddevDepthm,GP15featuredescription,VolumeQMAL,VolumeSuporL,VolumeFinalL,PumpError,overallpumpnotes,Qpprocessingnotes,Qprocessingnotes,Spprocessingnotes,Sprocessingnotes,Sr_SPT_pM,Y_SPT_pM,Mo_SPT_pM,Rh103LR_pM,Ag_SPT_pM,Cd_SPT_pM,In115LR_pM,Ba_SPT_pM,La_SPT_pM,Ce_SPT_pM,Pr_SPT_pM,Nd143_SPT_pM,Nd146_SPT_pM,Sm147_SPT_pM,Sm149_SPT_pM,Eu151_SPT_pM,Eu153_SPT_pM,Gd157_SPT_pM,Tb_SPT_pM,Gd160_SPT_pM,Dy_SPT_pM,Dy_SPT_pM1,Ho_SPT_pM,Er166_SPT_pM,Er167_SPT_pM,Tm_SPT_pM,Yb172_SPT_pM,Yb174_SPT_pM,Lu_SPT_pM,Pb_SPT_pM,Th_SPT_pM,U_SPT_pM,Al_SPT_pM,P_SPT_pM,Sc_SPT_pM,Ti_SPT_pM,V_SPT_pM,Cr_SPT_pM,Mn_SPT_pM,Fe_SPT_pM,Co_SPT_pM,Ni_SPT_pM,Cu_SPT_pM,Zn_SPT_pM,POC_SPT_uM,PN_SPT_uM,POC_LPT_uM,PN_LPT_uM,PIC_SPT_nM,PIC_LPT_nM,bSi_SPT_nM,bSi_LPT_nM,POC_13_12_SPT_permill,N_15_14_SPT_permil,POC_13_12_LPT_permil,N_15_14_LPT_permil,Sr_LPT_pM,Y_LPT_pM,Mo_LPT_pM,Rh103LR_pM1,Ag_LPT_pM,Cd_LPT_pM,In115LR_pM1,Ba_LPT_pM,La_LPT_pM,Ce_LPT_pM,Pr_LPT_pM,Nd143_LPT_pM,Nd146_LPT_pM,Sm147_LPT_pM,Sm149_LPT_pM,Eu151_LPT_pM,Eu153_LPT_pM,Gd157_LPT_pM,Tb_LPT_pM,Gd160_LPT_pM,Dy_LPT_pM,Dy_LPT_pM1,Ho_LPT_pM,Er166_LPT_pM,Er167_LPT_pM,Tm_LPT_pM,Yb172_LPT_pM,Yb174_LPT_pM,Lu_LPT_pM,Pb_LPT_pM,Th_LPT_pM,U_LPT_pM,Al_LPT_pM,P_LPT_pM,Sc_LPT_pM,Ti_LPT_pM,V_LPT_pM,Cr_LPT_pM,Mn_LPT_pM,Fe56_LPT_pM,Fe57_LPT_pM,Co_LPT_pM,Ni_LPT_pM,Cu_LPT_pM,Zn_LPT_pM,Al_SPT_pM_noneg,Al_LPT_pM_noneg,POM_SPT_ugL,POM_LPT_ugL,CaCO3_SPT_ugL,CaCO3_LPT_ugL,opal_SPT_ugL,opal_LPT_ugL,litho_SPT_ugL,litho_LPT_ugL,FeOH3_SPT_ugL,FeOH3_LPT_ugL,MnO2_SPT_ugL,MnO2_LPT_ugL,SPM_SPT_ugL,SPM_LPT_ugL,fPOM_SPT,fCaCO3_SPT,fopal_SPT,flitho_SPT,fFeOH3_SPT,fMnO2_SPT,fPOM_LPT,fCaCO3_LPT,fopal_LPT,flitho_LPT,fFeOH3_LPT,fMnO2_LPT,CP_SPT_molmol,CP_LPT_molmol,NP_SPT_molmol,NP_LPT_molmol,CN_SPT_molmol,CN_LPT_molmol,CdP_SPT_mmolmol,CdP_LPT_mmolmol,ZnP_SPT_mmolmol,ZnP_LPT_mmolmol,ZnP_SPT_molmol,ZnP_LPT_molmol,CdP_SPT_molmol,CdP_LPT_molmol
15063,31,D,8,1,10,6920,-2.504753333,-152.0153217,4638,11/12/18 5:02,11/12/18 5:02,2000,1999.826087,0.3346,0,1187.8,414,1639.8,,,eNd gets archive 3/16; archive gets 2/16 Qp; proteins w/ RNALater gets 3/16,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,6,1,6,1,6,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,3,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,6,0,6,0
15130,33,S,1,1,4,6930,-5,-152.0003233,5389,11/13/18 7:58,11/13/18 7:58,900,896.034,0.5285,0,1099.9,587.9,1722.6,,supor volume prob too high--loose fitting on Supor flowmeter; see comment on volume supor for attempt at correction,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6,1,1,1,1,1,1,1,6,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,3,1,3,1,3,1,1,1,1,1,3,0,3,0
15129,33,S,2,1,4,6930,-5,-152.0003233,5389,11/13/18 7:58,11/13/18 7:58,600,597.356,0.5285,0,1170.5,469.9,1639.4,,,,,,,6,1,6,6,1,1,6,1,1,1,1,6,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,6,1,6,1,6,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,6,0,0,0
15128,33,S,3,1,4,6930,-5,-152.0003233,5389,11/13/18 7:58,11/13/18 7:58,400,398.2373333,0.5285,particle feature,1087.1,452.5,1534.9,unexpected error--went to sleep after download and didn't wake up. Swapped out guts.,,,,,,6,1,6,6,1,1,6,1,1,1,1,6,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,6,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15127,33,S,4,1,4,6930,-5,-152.0003233,5389,11/13/18 7:58,11/13/18 7:58,250,248.8983333,0.5285,O2 min,1193.6,459.9,1562.3,,,,,,,1,1,6,6,1,1,6,1,1,1,1,6,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
15126,33,S,5,1,4,6930,-5,-152.0003233,5389,11/13/18 7:58,11/13/18 7:58,175,174.2288333,0.5285,0,1144.2,515.4,1669,,,,,,,6,1,6,6,1,1,6,1,1,6,1,6,1,1,1,1,1,6,6,6,6,1,1,1,1,6,6,6,6,1,6,6,6,1,6,1,6,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,6,1,6,6,1,1,1,1,6,1,1,1,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0
15125,33,S,6,1,4,6930,-5,-152.0003233,5389,11/13/18 7:58,11/13/18 7:58,125,124.4491667,0.5285,0,1092.3,489.5,1592.9,,,,,"6Sp (7Sp; loaded 7S and 7Q on pump 6) distribution bad, but Cafe Th rinsing the whole filter",,6,6,6,6,1,1,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,1,6,6,6,1,6,1,6,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,6,6,1,1,1,6,6,1,1,1,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15124,33,S,7,1,4,6930,-5,-152.0003233,5389,11/13/18 7:58,11/13/18 7:58,80,79.64746667,0.5285,DCM,914.3,393,1317.7,,,,7Q (6Q; loaded 6Q and 6S on pump 7) salmon - colored tentacles stuck in A plate,,,6,1,6,6,1,1,6,1,1,1,1,6,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,1,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,6,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15123,33,S,8,1,4,6930,-5,-152.0003233,5389,11/13/18 7:58,11/13/18 7:58,25,24.88983333,0.5285,ML,868.5,378.3,1294.7,,,,some specks,,,1,1,1,6,1,1,6,6,1,1,1,6,1,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,1,6,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15216,33,D,1,1,10,6938,-5,-152,5337,11/14/18 5:19,11/14/18 5:19,5295,5295,0,bottom-40,921.7,580,1543.3,,supor volume prob too high--loose fitting on Supor flowmeter; see comment on volume supor for attempt at correction,,,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,6,1,6,6,6,6,1,1,1,1,1,6,6,6,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,6,6,1,3,6,1,1,1,1,6,0,6,6
15215,33,D,2,1,10,6938,-5,-152,5337,11/14/18 5:19,11/14/18 5:19,5175,5175,0,bottom-160,1126,388,1523.2,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,6,1,1,1,1,1,1,6,6,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,6,1,3,6,1,1,1,1,6,0,6,0
15214,33,D,3,1,10,6938,-5,-152,5337,11/14/18 5:19,11/14/18 5:19,4500,4500,0,subtle BNL starts,1041,373.3,1412.5,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,6,6,6,1,1,1,1,1,6,6,6,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,6,6,1,3,6,1,1,1,1,6,6,6,0
15213,33,D,4,1,10,6938,-5,-152,5337,11/14/18 5:19,11/14/18 5:19,4000,4000,0,0,1154.5,367.7,1544.7,,,,,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,6,6,1,1,1,1,1,6,6,6,1,1,1,1,1,1,6,6,1,1,6,1,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,6,1,6,1,1,1,1,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,3,1,1,1,1,1,6,6,6,0
15212,33,D,5,1,10,6938,-5,-152,5337,11/14/18 5:19,11/14/18 5:19,3500,3500,0,0,1111,416.9,1535.8,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,6,6,6,0
15211,33,D,6,1,10,6938,-5,-152,5337,11/14/18 5:19,11/14/18 5:19,2500,2500,0,S-EPR He max,1210.1,419.1,1634.8,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,6,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,6,6,6,0
15210,33,D,7,1,10,6938,-5,-152,5337,11/14/18 5:19,11/14/18 5:19,2000,2000,0,0,1120,387.2,1508.1,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,6,6,6,6,1,6,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,6,6,6,0
15209,33,D,8,1,10,6938,-5,-152,5337,11/14/18 5:19,11/14/18 5:19,1400,1400,0,0,1210.8,409.1,1655.3,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,6,6,6,0
15300,35,S,1,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,800,795.3004878,0.743,"intercal depth, but leaking S flowmeter",1092.5,606,1730.8,,supor volume prob too high--loose fitting on Supor flowmeter; see comment on volume supor for attempt at correction,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,1,1,6,1,6,1,1,1,6,1,6,1,1,1,1,NaN,NaN,1,6,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,6,1,1,1,1,6,1,6,6,1,1,1,1,1,8,8,6,1,6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,1,3,1,1,1,1,1,6,6,6,0
15299,35,S,2,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,550,546.7690854,0.743,0,1211.2,451.5,1659,,,,,Pb/Po gets one long thin aggregates,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15298,35,S,3,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,350,347.9439634,0.743,O2 min,1089,415.3,1552,,,,,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15297,35,S,4,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,225,223.6782622,0.743,0,1215.3,448.3,1670.9,,,,,,,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,6,6,6,1,6,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,6,1,6,1,6,6,6,1,1,1,2,1,1,6,6,6,6,1,1,1,2,1,1,1,6,6,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15296,35,S,5,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,150,149.1188415,0.743,0,1110.6,491.3,1610.8,,,,,,,1,1,6,6,1,1,6,1,1,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,6,1,6,6,6,1,6,6,6,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,1,1,6,1,6,6,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15295,35,S,6,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,100,99.41256098,0.743,DCM,782.1,342.7,1679.4,,probably leak in Mn cartridge,Pa/Th not great distribution,,,,1,1,6,6,1,1,6,1,1,6,6,6,6,6,6,6,6,6,1,6,6,1,1,1,1,1,1,6,6,1,6,1,6,1,6,6,6,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,6,1,1,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,6,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15294,35,S,7,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,75,74.55942073,0.743,0,955.2,459.9,1455.6,,,A black spot near middle: give to Pa/Th; Pb/Po gets one long narrow translucent large aggregate; Pa/Th distribution is bad (a lot of empty space near center of the filter),,,,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,6,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15293,35,S,8,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,25,24.85314024,0.743,ML; particle max at 20m,777.8,357.2,1180.4,,,,,,,6,1,1,6,1,1,6,6,1,6,1,6,1,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,6,1,1,6,1,1,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,6,1,6,1,6,6,1,1,1,6,6,1,1,1,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15353,35,M,1,2,8,6962,-10.5,-152,5146,11/16/18 16:00,11/16/18 16:00,3000,2995.728477,0.6809,EPZT pFe max at 2900m,1091.4,377.5,1529.7,,,,51 um prefilter under QMA rather than 150 um (short of 150 um),,,6,1,6,6,6,6,6,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,6,6,6,6,1,6,1,6,6,1,6,1,6,1,6,6,1,6,1,1,1,1,1,6,1,6,1,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,6,1,1,1,1,6,1,6,6,1,6,6,1,1,1,1,6,1,6,1,1,1,1,1,6,1,1,6,6,1,6,1,1,1,1,1,6,6,1,1,6,6,1,1,1,1,6,6,6,6
15352,35,M,2,2,8,6962,-10.5,-152,5146,11/16/18 16:00,11/16/18 16:00,2800,2796.013245,0.6809,EPZT dMn max; pFe max at 2900m,1194.2,403.2,1602,,,,51 um prefilter under QMA rather than 150 um (short of 150 um),,surface bubbled up a little - probably due to lint pick-off; does not appear to affect distribution,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,1,6,6,1,1,1,6,1,6,6,6,6,1,1,1,1,1,6,6,6,1,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,6,1,1,1,1,6,1,1,6,1,6,6,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,6,1,1,6,1,1,1,1,1,3,6,3,1,3,6,1,1,1,1,3,0,3,6
15351,35,M,3,2,8,6962,-10.5,-152,5146,11/16/18 16:00,11/16/18 16:00,2600,2596.298013,0.6809,EPZT He max,810.2,253.1,1543.7,,probably leak in Mn cartridge,,51 um prefilter under QMA rather than 150 um (short of 150 um),,specks,6,1,6,6,6,6,6,1,1,6,1,6,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,6,1,6,6,6,6,6,1,6,6,1,6,1,6,1,6,6,6,6,6,1,2,1,1,6,6,6,6,6,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,6,1,1,1,1,6,1,6,6,1,6,6,1,2,1,1,6,1,6,1,1,1,1,2,6,1,1,6,6,1,2,2,2,2,2,2,3,6,3,6,3,3,1,1,1,1,3,6,3,6
15350,35,M,4,2,8,6962,-10.5,-152,5146,11/16/18 16:00,11/16/18 16:00,2400,2396.582781,0.6809,0,1141.9,368.5,1522.5,,,,51 um prefilter under QMA rather than 150 um (short of 150 um),,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,6,6,6,1,6,6,1,6,6,1,1,1,6,1,6,1,6,6,1,1,1,1,1,1,6,6,1,6,1,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,3,6,3,1,3,6,1,1,1,1,3,6,3,0
15349,35,M,5,2,8,6962,-10.5,-152,5146,11/16/18 16:00,11/16/18 16:00,2200,2196.86755,0.6809,0,951.6,324.3,1653.3,,,,51 um prefilter under QMA rather than 150 um (short of 150 um),,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,1,6,6,1,1,1,6,1,6,6,1,6,1,1,1,1,1,6,1,6,1,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,6,1,6,1,1,1,1,6,1,6,6,1,6,6,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,6,1,1,6,1,1,1,1,1,3,6,3,1,6,6,1,1,1,1,3,6,3,6
15348,35,M,6,2,8,6962,-10.5,-152,5146,11/16/18 16:00,11/16/18 16:00,2000,1997.152318,0.6809,0,1218.3,419.3,1641.7,,,,51 um prefilter under QMA rather than 150 um (short of 150 um),,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,6,1,1,1,1,1,1,6,6,1,6,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,6,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,6,1,3,6,1,1,1,1,6,6,6,6
